Ticker,Sector,Industry,Region,Market_Cap,Market_Cap_Classification,Volatility_Classification,Growth_vs_Value,P/E_Ratio,Dividend_Yield_percent,52_Week_High,52_Week_Low,Beta,Avg_Volume,Avg_Close_Price
RGR,Industrials,Aerospace & Defense,North America,639561600,Small Cap,Unknown,Growth,22.017342,1.16,48.2,37.18,,152304.780876494,42.69809905276355
RGLD,Basic Materials,Gold,North America,9617589248,Small Cap,Low Volatility,Growth,33.545868,1.23000005,155.1,100.55,0.647,371963.74501992034,127.55431879659098
PLOW,Consumer Cyclical,Auto Parts,North America,597903616,Small Cap,High Volatility,Value,11.1115885,4.5600000000000005,31.39,21.31,1.208,207608.76494023905,25.09699743962383
FORR,Industrials,Consulting Services,North America,327680992,Small Cap,Low Volatility,Unknown,,0.0,27.89,14.38,0.888,111294.42231075697,19.609402386790727
DCOM,Financial Services,Banks - Regional,North America,1566768384,Small Cap,High Volatility,Growth,23.92,2.79,37.6,17.29,1.108,231307.96812749005,23.028652327944084
EW,Healthcare,Medical Devices,North America,42506903552,Mid Cap,High Volatility,Growth,27.548264,0.0,96.12,58.93,1.12,4651907.96812749,78.70414323540798
PDFS,Technology,Software - Application,North America,1225223680,Small Cap,High Volatility,Growth,287.27274,0.0,39.7,27.69,1.486,167894.8207171315,32.35549798334737
VRSK,Industrials,Consulting Services,North America,41595117568,Mid Cap,Low Volatility,Growth,45.472954,0.53,296.58,217.34,0.862,794768.9243027888,254.5026419590194
WY,Real Estate,REIT - Specialty,North America,23504926720,Mid Cap,High Volatility,Growth,44.191776,2.48,36.27,26.73,1.428,3629823.505976096,31.39208999572997
ALTM,Basic Materials,Specialty Chemicals,North America,5645849600,Small Cap,High Volatility,Growth,29.166666,0.0,7.80133,2.19,1.495,16072671.33864542,4.430868487909021
KVHI,Technology,Communication Equipment,North America,109093048,Small Cap,Low Volatility,Unknown,,0.0,5.55,4.17,0.603,80909.16334661354,4.8455378581803155
CORT,Healthcare,Biotechnology,North America,6139805184,Small Cap,Low Volatility,Growth,45.77778,0.0,61.66,20.84,0.455,1135880.876494024,32.74976085951604
RVNC,Healthcare,Biotechnology,North America,396529600,Small Cap,Low Volatility,Unknown,,0.0,9.745,2.3,0.953,2612106.7729083668,5.0333864536893325
ANIP,Healthcare,Drug Manufacturers - Specialty & Generic,North America,1248243584,Small Cap,Low Volatility,Unknown,,0.0,70.81,48.2,0.71,215938.2470119522,60.6276892095923
VGR,Consumer Defensive,Tobacco,North America,2359066112,Small Cap,High Volatility,Value,11.896825,5.3400002,15.5349,9.275,1.002,1458235.558685446,11.402499046683872
MC,Financial Services,Capital Markets,North America,5433764864,Small Cap,High Volatility,Growth,145.2453,3.1199999999999997,81.6,46.24,1.342,639024.3027888446,58.665780542381256
NKSH,Financial Services,Banks - Regional,North America,204187120,Small Cap,Low Volatility,Growth,21.9863,4.8600003,37.0,26.36,0.507,14468.924302788844,29.41914914043776
ISRG,Healthcare,Medical Instruments & Supplies,North America,193049018368,Large Cap,High Volatility,Growth,86.9984,0.0,552.0,304.5,1.389,1458639.043824701,424.2226296231091
LECO,Industrials,Tools & Accessories,North America,12327908352,Mid Cap,High Volatility,Growth,26.040524,1.37,261.13,169.51,1.152,314821.9123505976,210.87932522838335
NOG,Energy,Oil & Gas E&P,North America,4341398016,Small Cap,High Volatility,Value,5.128538,3.8599998,44.31,31.13,1.814,1335576.4940239044,37.3527774810791
NSC,Industrials,Railroads,North America,62408306688,Mid Cap,High Volatility,Growth,25.90141,1.96,277.6,206.71,1.302,1235374.9003984064,239.12285811587634
ST,Technology,Scientific & Technical Instruments,North America,4807051264,Small Cap,High Volatility,Unknown,,1.49,43.14,30.44,1.253,1862528.685258964,36.030362459767865
TSE,Basic Materials,Specialty Chemicals,North America,154351504,Small Cap,High Volatility,Unknown,,0.9199999999999999,8.83,1.935,1.621,463050.99601593625,4.309941388696314
LOW,Consumer Cyclical,Home Improvement Retail,North America,154256687104,Large Cap,High Volatility,Growth,22.683596,1.6900001000000002,287.01,203.72,1.098,2525480.079681275,236.38851369424646
AVGO,Technology,Semiconductors,North America,757007646720,Large Cap,High Volatility,Growth,131.77235,1.3099999,186.42,90.31,1.187,30474851.39442231,143.55795157383162
RDUS,Basic Materials,Steel,North America,555742912,Small Cap,High Volatility,Unknown,,3.7800000000000002,31.7,12.69,1.544,215958.9641434263,19.140347313595957
INVH,Real Estate,REIT - Residential,North America,21202290688,Mid Cap,High Volatility,Growth,47.569443,3.27,37.8,31.01,1.014,3349045.019920319,34.0670514201738
BOX,Technology,Software - Infrastructure,North America,5025870336,Small Cap,Low Volatility,Growth,44.41772,0.0,35.74,23.29,0.852,2011374.9003984064,28.333705187793747
LIN,Basic Materials,Specialty Chemicals,North America,219504082944,Large Cap,Low Volatility,Growth,34.97648,1.21,487.49,396.07,0.949,1864140.2390438246,442.3862219578716
BRC,Industrials,Security & Protection Services,North America,3583134464,Small Cap,Low Volatility,Value,18.40049,1.2899999500000001,77.68,55.97,0.758,283759.3625498008,65.23551804135995
HUBG,Industrials,Integrated Freight & Logistics,North America,3171832064,Small Cap,Low Volatility,Growth,29.17514,0.97,53.21,38.07,0.889,478167.33067729085,43.700700357140775
TNK,Energy,Oil & Gas Midstream,North America,1405171712,Small Cap,Low Volatility,Value,3.3045976,2.48,74.2,39.84,-0.334,362007.171314741,56.242098394143156
ICON,Industrials,Marine Shipping,North America,4653775,Small Cap,Unknown,Value,10.525926,11.959999999999999,3.85,1.81,,35144.444444444445,2.4130610347998265
OLN,Basic Materials,Chemicals,North America,4978685952,Small Cap,High Volatility,Growth,33.801586,1.8800000000000001,60.6,39.47,1.423,1218086.0557768925,48.95993409783717
AEIS,Industrials,Electrical Equipment & Parts,North America,4333913600,Small Cap,High Volatility,Growth,95.86666,0.34999999,120.81,89.12,1.484,217480.0796812749,104.26353582253019
CBSH,Financial Services,Banks - Regional,North America,9473482752,Small Cap,Low Volatility,Value,19.20573,1.46,76.39,49.2,0.741,526981.2749003984,57.00081418709926
TXN,Technology,Semiconductors,North America,183382982656,Large Cap,Low Volatility,Growth,37.29685,2.71,220.39,154.02,0.98,5556182.470119522,183.61143603077923
DXPE,Industrials,Industrial Distribution,North America,1149965312,Small Cap,High Volatility,Value,18.88402,0.0,74.3,29.36,1.605,104550.59760956175,47.35984059064037
PBF,Energy,Oil & Gas Refining & Marketing,North America,3625223168,Small Cap,High Volatility,Unknown,,3.49,62.88,27.94,1.565,2166339.043824701,42.1025655602079
WH,Consumer Cyclical,Lodging,North America,7637352960,Small Cap,High Volatility,Growth,31.06962,1.55,99.11,67.67,1.324,759453.7848605578,77.38548442946963
SBCF,Financial Services,Banks - Regional,North America,2587153664,Small Cap,High Volatility,Growth,22.029411,2.4,31.68,21.9,1.074,424493.625498008,25.38863515663907
COF,Financial Services,Credit Services,North America,73253732352,Mid Cap,High Volatility,Value,18.11415,1.25,198.3,112.64,1.432,2602719.521912351,142.00186409513313
FFIC,Financial Services,Banks - Regional,North America,516555072,Small Cap,Low Volatility,Growth,20.390804,4.96,18.59,10.74,0.768,173784.46215139443,13.74010648765412
LMT,Industrials,Aerospace & Defense,North America,125488693248,Large Cap,Low Volatility,Value,19.153763,2.4899999999999998,618.95,413.92,0.481,1077877.2908366534,488.2769205161775
UVV,Consumer Defensive,Tobacco,North America,1410446976,Small Cap,Low Volatility,Value,11.728952,5.6700002,67.8,45.19,0.761,205784.06374501993,51.31596046234982
DMRC,Technology,Information Technology Services,North America,727001472,Small Cap,High Volatility,Unknown,,0.0,43.43,21.0,1.679,122257.76892430279,30.409960119847756
ORA,Utilities,Utilities - Renewable,North America,4936092160,Small Cap,Low Volatility,Growth,41.642857,0.58999998,84.3,59.41,0.526,435250.99601593625,71.68261236973493
SLM,Financial Services,Credit Services,North America,5813595136,Small Cap,High Volatility,Value,9.441379,1.9,28.22,15.64,1.171,1914360.5577689244,20.91881742515412
IPG,Communication Services,Advertising Agencies,North America,11477002240,Mid Cap,High Volatility,Value,14.533019,4.279999999999999,35.17,26.88,1.09,3973117.928286853,30.670543039937417
RRX,Industrials,Specialty Industrial Machinery,North America,11438255104,Mid Cap,High Volatility,Growth,54.655064,0.8099999999999999,185.28,122.49,1.031,457446.61354581674,156.6868522917607
CYTK,Healthcare,Biotechnology,North America,6162679296,Small Cap,Low Volatility,Unknown,,0.0,110.25,32.5,0.783,2183630.677290837,60.78820708073468
NEOG,Healthcare,Diagnostics & Research,North America,3072777728,Small Cap,High Volatility,Unknown,,0.0,20.89,11.46,1.223,1871759.362549801,15.803306815158798
SNX,Technology,Electronics & Computer Distribution,North America,10190993408,Mid Cap,High Volatility,Value,15.433204,1.34000005,133.85,96.93,1.405,755265.3386454183,114.11852595720633
NATL,Technology,Software—Application,North America,2378321408,Small Cap,Unknown,Unknown,,0.0,35.29,18.415,,603998.406374502,25.502191201624168
BOOT,Consumer Cyclical,Apparel Retail,North America,4186239744,Small Cap,High Volatility,Growth,27.538153,0.0,169.83,68.37,2.161,778653.3864541833,114.72298811346411
FNF,Financial Services,Insurance—Specialty,North America,17378811904,Mid Cap,High Volatility,Growth,23.050909,3.1600002000000003,64.83,44.8,1.404,1238990.8366533865,53.465059819924406
INCR,Healthcare,Drug Manufacturers—Specialty & Generic,North America,61783288,Small Cap,Low Volatility,Unknown,,0.0,3.72,1.17,0.033,52674.501992031874,2.0094661356443426
KRC,Real Estate,REIT—Office,North America,5012255744,Small Cap,High Volatility,Growth,24.868263,5.1999997,43.78,30.71,1.042,1080846.6135458166,36.335258856237644
BJRI,Consumer Cyclical,Restaurants,North America,877066240,Small Cap,High Volatility,Growth,30.507936,0.0,38.87,27.61,2.107,375999.203187251,33.95131481976148
MWA,Industrials,Specialty Industrial Machinery,North America,3912550144,Small Cap,High Volatility,Growth,33.837837,1.0699999999999998,26.28,13.4,1.335,1226522.7091633466,18.16494027171952
BBSI,Industrials,Staffing & Employment Services,North America,1112956672,Small Cap,High Volatility,Growth,22.703703,0.75,43.82,27.055,1.386,138206.37450199205,32.91902399253085
ADBE,Technology,Software—Infrastructure,North America,227112386560,Large Cap,High Volatility,Growth,43.685856,0.0,638.25,433.97,1.299,3166801.593625498,534.5103176162537
IBTX,Financial Services,Banks—Regional,North America,2786990336,Small Cap,High Volatility,Unknown,,2.27,68.66,36.47,1.371,241409.16334661355,50.15976102608609
HRL,Consumer Defensive,Packaged Foods,North America,17783445504,Mid Cap,Low Volatility,Growth,22.678322,3.58,36.86,28.51,0.254,2589411.155378486,32.11310748370045
ESE,Technology,Scientific & Technical Instruments,North America,3826826240,Small Cap,High Volatility,Growth,37.76336,0.22999999999999998,154.0,96.69,1.081,124037.84860557769,113.31486082646951
IVR,Real Estate,REIT—Mortgage,North America,507098016,Small Cap,High Volatility,Value,6.2781954,19.16,9.97,7.6,1.856,1163670.1195219124,8.87713149629266
VIRT,Financial Services,Capital Markets,North America,5773535744,Small Cap,Low Volatility,Value,18.56219,2.5700000000000003,38.45,16.02,0.368,1217303.187250996,24.648585672872475
FCN,Industrials,Consulting Services,North America,7322576384,Small Cap,Low Volatility,Growth,23.251436,0.0,243.6,185.93,0.114,186391.63346613545,212.02936253034736
FDP,Consumer Defensive,Farm Products,North America,1628585984,Small Cap,Low Volatility,Growth,105.46875,2.96,35.27,21.23,0.399,248769.72111553786,26.18836655179818
ALCO,Consumer Defensive,Farm Products,North America,204450224,Small Cap,Low Volatility,Value,7.859237,0.75,31.0,24.14,0.805,27017.131474103586,27.59804781119662
CNX,Energy,Oil & Gas E&P,North America,6048461312,Small Cap,High Volatility,Value,13.198697,0.0,41.93,19.07,1.375,2680103.984063745,25.9251792041429
HHS,Industrials,Conglomerates,North America,42567644,Small Cap,Low Volatility,Unknown,,0.0,8.87,5.49,0.637,24921.115537848607,7.423864545100239
RWT,Real Estate,REIT—Mortgage,North America,950998336,Small Cap,High Volatility,Value,12.785714,9.5,8.15,5.46,1.63,1137847.8087649401,6.855059754800987
QCRH,Financial Services,Banks—Regional,North America,1553794432,Small Cap,Low Volatility,Value,13.388082,0.26,96.08,50.3,0.938,62060.1593625498,65.15709160428598
FFBC,Financial Services,Banks—Regional,North America,2836982528,Small Cap,Low Volatility,Value,12.728449,3.25,31.18,20.59,0.974,381092.4302788845,23.79824705997786
LNTH,Healthcare,Drug Manufacturers—Specialty & Generic,North America,6276189184,Small Cap,Low Volatility,Value,14.828903,0.0,126.89,50.2,0.512,1080960.5577689244,81.8282070539862
HEES,Industrials,Rental & Leasing Services,North America,2187135232,Small Cap,High Volatility,Value,15.1624365,1.8399999999999999,66.18,40.92,1.811,265837.45019920316,51.535537841310536
GATX,Industrials,Rental & Leasing Services,North America,5834131456,Small Cap,Low Volatility,Growth,21.888,1.4099999,167.25,110.94,0.959,150414.34262948207,132.60015920813814
INTU,Technology,Software—Application,North America,179631128576,Large Cap,High Volatility,Growth,62.485878,0.61000003,714.78,557.29,1.246,1359927.4900398406,630.2007964236802
USPH,Healthcare,Medical Care Facilities,North America,1490782208,Small Cap,High Volatility,Growth,112.22727,1.78,113.63,76.18,1.389,93561.75298804781,94.41561743747666
UIS,Technology,Information Technology Services,North America,563225216,Small Cap,Low Volatility,Unknown,,0.0,8.49,3.32,0.733,597894.422310757,5.588764940125059
HLT,Consumer Cyclical,Lodging,North America,61783605248,Mid Cap,High Volatility,Growth,54.03838,0.23999999000000002,255.86,166.92,1.307,1551021.1155378486,209.98151412903076
FCBC,Financial Services,Banks—Regional,North America,853087680,Small Cap,Low Volatility,Value,16.850365,2.69,49.02,31.0,0.514,34729.88047808765,37.877968039645616
MTRN,Basic Materials,Other Industrial Metals & Mining,North America,2399265280,Small Cap,High Volatility,Growth,32.66102,0.47000000000000003,145.08,96.18,1.189,98043.82470119522,116.46402387884983
KRNY,Financial Services,Banks—Regional,North America,512116704,Small Cap,Low Volatility,Unknown,,5.56,9.46,5.28,0.764,415306.374501992,6.798286850233952
GRBK,Consumer Cyclical,Residential Construction,North America,3179841280,Small Cap,High Volatility,Value,9.268482,0.0,84.66,48.14,1.829,381605.577689243,62.37880477297354
EXPD,Industrials,Integrated Freight & Logistics,North America,17026680832,Mid Cap,Low Volatility,Growth,23.7115,1.2,131.59,111.2,0.974,1221623.90438247,121.73649402633606
CPAY,Technology,Software—Infrastructure,North America,26572437504,Mid Cap,High Volatility,Growth,27.168924,0.0,385.3,247.1,1.214,479362.1513944223,296.9619924233729
EDR,Communication Services,Entertainment,North America,9359305728,Small Cap,Low Volatility,Unknown,,0.7900001,30.565,22.64,0.771,3337867.729083665,26.530916335573234
SCVL,Consumer Cyclical,Apparel Retail,North America,917384064,Small Cap,High Volatility,Value,12.411764,1.6099999999999999,46.92,24.74,1.557,248955.77689243027,35.105418307847714
LQDT,Consumer Cyclical,Internet Retail,North America,780713472,Small Cap,High Volatility,Growth,41.241936,0.0,25.85,13.99,1.394,129323.10756972112,19.814143446812118
WM,Industrials,Waste Management,North America,91696054272,Mid Cap,Low Volatility,Growth,34.842747,1.3099999,230.39,171.15,0.747,1604778.0876494024,204.15167339674505
OXY,Energy,Oil & Gas E&P,North America,47461388288,Mid Cap,High Volatility,Value,13.857534,1.7399999999999998,71.19,48.42,1.608,9542906.374501992,58.695059757308655
NOC,Industrials,Aerospace & Defense,North America,71339556864,Mid Cap,Low Volatility,Growth,30.206663,1.68,555.57,418.6,0.346,844117.9282868525,477.32609576343066
WING,Consumer Cyclical,Restaurants,North America,9677147136,Small Cap,High Volatility,Growth,96.13158,0.33000002,433.86,240.6,1.735,454671.71314741037,352.0365343435827
ASGN,Technology,Information Technology Services,North America,4046510080,Small Cap,High Volatility,Growth,23.118687,0.0,106.42,83.71,1.4,304254.58167330676,94.59613569039273
RTX,Industrials,Aerospace & Defense,North America,162158166016,Large Cap,Low Volatility,Growth,35.10951,2.07,128.7,79.67,0.54,6645425.498007968,104.55243023268255
SLAB,Technology,Semiconductors,North America,3590371328,Small Cap,High Volatility,Unknown,,0.0,154.91,94.0,1.204,309680.4780876494,120.54151418009602
NHC,Healthcare,Medical Care Facilities,North America,1933225728,Small Cap,Low Volatility,Value,15.669587,1.95,138.49,82.85,0.428,80484.46215139443,107.96784836362558
FOXF,Consumer Cyclical,Auto Parts,North America,1353876864,Small Cap,High Volatility,Growth,124.92308,0.0,70.13,30.915,1.655,578371.3147410358,48.142350557790806
FC,Consumer Defensive,Education & Training Services,North America,482940864,Small Cap,High Volatility,Growth,20.908047,0.0,44.96,33.75,1.242,72243.02788844622,39.30007969525706
GLT,Basic Materials,Paper & Paper Products,North America,73672472,Small Cap,High Volatility,Unknown,,0.0,35.23,15.795,1.742,191338.94023904382,21.852430267637946
SB,Industrials,Marine Shipping,North America,413230848,Small Cap,Unknown,Value,4.3,5.17,6.33,3.62,,680527.4900398407,4.797410360845436
LXP,Real Estate,REIT—Industrial,North America,2782064640,Small Cap,Low Volatility,Growth,155.83334,5.609999999999999,10.57,8.23,0.894,2212598.8047808763,9.339561777760784
CWT,Utilities,Utilities—Regulated Water,North America,3044438272,Small Cap,Low Volatility,Value,14.794797,2.19,56.25,43.5,0.489,319909.1633466135,50.20075690888788
BRKR,Healthcare,Medical Devices,North America,8785103872,Small Cap,High Volatility,Growth,27.99517,0.34999999,94.86,48.07,1.204,1089449.0039840636,70.79167339431338
TKO,Communication Services,Entertainment,North America,11215707136,Mid Cap,Unknown,Unknown,,0.0,139.45,72.33,,1062933.466135458,102.37207152833976
D,Utilities,Utilities—Regulated Electric,North America,50148589568,Mid Cap,Low Volatility,Growth,21.678967,4.54,61.97,43.53,0.596,4543826.693227092,51.831155404626614
RRTS,Industrials,Trucking,North America,65096400,Small Cap,High Volatility,Unknown,,0.0,1.77,0.97,3.854,4019.5219123505976,1.368565727989987
BSX,Healthcare,Medical Devices,North America,133749792768,Large Cap,Low Volatility,Growth,74.92562,0.0,91.93,53.93,0.797,6042080.0796812745,73.44956170800198
RM,Financial Services,Credit Services,North America,313433184,Small Cap,High Volatility,Value,12.881858,3.9300002000000003,34.15,20.5,1.529,25673.306772908367,27.708565784165582
CMG,Consumer Cyclical,Restaurants,North America,84548780032,Mid Cap,High Volatility,Growth,56.96296,0.0,69.2614,44.0818,1.266,13211123.904382471,55.867319631386565
AIZ,Financial Services,Insurance—Property & Casualty,North America,11647369216,Mid Cap,Low Volatility,Value,16.233025,1.4099999,230.55,160.12,0.568,358874.5019920319,180.57179321045894
WEX,Technology,Software—Infrastructure,North America,7550871552,Small Cap,High Volatility,Growth,23.972046,0.0,244.04,165.51,1.574,352514.3426294821,198.95697222097937
ACHC,Healthcare,Medical Care Facilities,North America,3834305792,Small Cap,High Volatility,Value,13.321312,0.0,87.77,36.5,1.334,982539.0438247012,70.02776906594812
ORN,Industrials,Engineering & Construction,North America,341164768,Small Cap,Low Volatility,Unknown,,0.0,12.12,4.09,0.802,392938.6454183267,7.295139451425864
FLO,Consumer Defensive,Packaged Foods,North America,4786889728,Small Cap,Low Volatility,Value,19.842106,4.24,26.12,21.2,0.361,1184601.593625498,22.863147477229752
ROIV,Healthcare,Biotechnology,North America,9252244480,Small Cap,High Volatility,Value,2.2942238,0.0,13.055,9.48,1.243,5804010.3585657375,11.128446199029565
AXL,Consumer Cyclical,Auto Parts,North America,787793024,Small Cap,High Volatility,Growth,28.73913,0.0,8.99,5.43,1.949,1659503.187250996,7.066175295537212
MATW,Industrials,Conglomerates,North America,928786240,Small Cap,High Volatility,Unknown,,3.92,39.12,21.09,1.05,159063.34661354581,27.799641445813425
FCX,Basic Materials,Copper,North America,63512309760,Mid Cap,High Volatility,Growth,32.028988,1.3599999999999999,55.24,36.04,1.91,12807904.38247012,45.13996017881598
NNI,Financial Services,Credit Services,North America,3946694400,Small Cap,Low Volatility,Growth,34.79872,1.0299999,127.32,82.22,0.924,76091.23505976096,100.4262155175684
HII,Industrials,Aerospace & Defense,North America,7801214464,Small Cap,Low Volatility,Value,11.188242,2.73,299.5,184.29,0.548,340119.5219123506,258.7686046585144
EIX,Utilities,Utilities—Regulated Electric,North America,34208634880,Mid Cap,Low Volatility,Growth,25.657894,3.56,88.77,63.15,0.935,2048917.1314741035,75.52729083057419
TAL,Consumer Defensive,Education & Training Services,North America,6248284160,Small Cap,Low Volatility,Growth,82.75001,0.0,15.52,7.35,0.033,7092754.183266932,11.1325896555684
MKTX,Financial Services,Capital Markets,North America,9867600896,Small Cap,High Volatility,Growth,34.958107,1.1400000000000001,297.97,192.42,1.053,400007.171314741,238.02346631540246
PLAY,Communication Services,Entertainment,North America,1545327104,Small Cap,High Volatility,Value,14.143885,0.0,69.82,29.31,2.138,1262519.920318725,45.84103584289551
FF,Basic Materials,Specialty Chemicals,North America,228006272,Small Cap,Low Volatility,Value,6.3536587,4.61,8.36,4.15,0.527,435289.2430278885,5.736095622241259
MTZ,Industrials,Engineering & Construction,North America,11453417472,Mid Cap,High Volatility,Growth,128.625,0.0,150.12,60.96,1.704,870179.6812749004,99.94079671912934
STE,Healthcare,Medical Devices,North America,21622820864,Mid Cap,Low Volatility,Growth,36.75503,1.04,248.24,195.5,0.851,496403.5856573705,223.9979279658709
THFF,Financial Services,Banks—Regional,North America,579906624,Small Cap,Low Volatility,Value,13.235772,3.6900000000000004,51.87,34.58,0.472,45971.71314741036,40.61776888418007
CDE,Basic Materials,Gold,North America,2591073792,Small Cap,High Volatility,Unknown,,0.0,7.72,2.42,1.649,7858656.175298804,4.9694422317216125
LPX,Industrials,Building Products & Equipment,North America,8302155264,Small Cap,High Volatility,Growth,20.309277,0.88,122.87,61.25,1.88,814866.5338645418,86.26223118086735
KNF,Basic Materials,Building Materials,North America,5859414528,Small Cap,Unknown,Growth,29.487179,0.0,105.63,60.04,,390267.72908366536,77.06760958181434
VSEC,Industrials,Aerospace & Defense,North America,2393476096,Small Cap,High Volatility,Growth,57.480392,0.33999999999999997,123.92,57.1,1.553,141510.75697211156,81.81764952215066
CPK,Utilities,Utilities—Regulated Gas,North America,2987167744,Small Cap,Low Volatility,Growth,26.832994,1.94,134.2,98.22,0.621,119768.52589641434,111.09713146316103
SEM,Healthcare,Medical Care Facilities,North America,2723042304,Small Cap,High Volatility,Value,9.864486,2.3699999,22.07974,12.403017,1.418,1144129.111553785,17.0338404834033
JNJ,Healthcare,Drug Manufacturers—General,North America,374144532480,Large Cap,Low Volatility,Growth,25.621487,3.2,168.85,143.13,0.518,7071678.4860557765,156.2847811634322
IFF,Basic Materials,Specialty Chemicals,North America,23359107072,Mid Cap,High Volatility,Unknown,,1.7500000000000002,106.77,72.94,1.238,1668767.330677291,90.89621500569986
SGA,Communication Services,Broadcasting,North America,81273968,Small Cap,Low Volatility,Value,16.866667,7.91,27.0,11.71,0.322,18004.780876494024,18.586175325857216
LXRX,Healthcare,Biotechnology,North America,290965120,Small Cap,High Volatility,Unknown,,0.0,3.73,0.73,1.244,3381156.573705179,1.7763745034358416
UTMD,Healthcare,Medical Instruments & Supplies,North America,221303200,Small Cap,Low Volatility,Value,15.245326,1.87,87.0,63.38,0.08,21284.860557768923,70.51513937839948
PHM,Consumer Cyclical,Residential Construction,North America,27999809536,Mid Cap,High Volatility,Value,9.983026,0.64999997,149.47,89.81,1.641,1853599.203187251,118.06370504918802
SPG,Real Estate,REIT—Retail,North America,68993212416,Mid Cap,High Volatility,Growth,24.382471,4.58,186.0,127.6,1.768,1462576.4940239044,154.01031913605345
GHC,Consumer Defensive,Education & Training Services,North America,4058752000,Small Cap,High Volatility,Value,18.182386,0.74,972.13,628.5,1.114,15381.274900398406,751.1609961521103
MRC,Energy,Oil & Gas Equipment & Services,North America,1190844672,Small Cap,High Volatility,Value,16.057472,0.0,14.91,9.77,1.979,574728.6852589642,12.267968139800418
HOFT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",North America,200667600,Small Cap,High Volatility,Growth,133.7857,4.9099997,27.15,13.09,1.205,34791.235059760955,19.033187197499068
PCTY,Technology,Software—Application,North America,11699568640,Mid Cap,Low Volatility,Growth,61.767857,0.0,215.68,129.94,0.931,497907.96812749,162.48707179339283
ORLY,Consumer Cyclical,Specialty Retail,North America,71771955200,Mid Cap,Low Volatility,Growth,30.77277,0.0,1255.3,914.5,0.92,374692.03187251,1077.8065766718282
ADSK,Technology,Software—Application,North America,62907072512,Mid Cap,High Volatility,Growth,58.147408,0.0,326.62,195.32,1.474,1584892.4302788845,250.8396816177672
VECO,Technology,Semiconductor Equipment & Materials,North America,1582408448,Small Cap,High Volatility,Growth,20.05036,0.0,49.25,25.52,1.169,633335.4581673307,35.022191195848926
FARO,Technology,Scientific & Technical Instruments,North America,496957120,Small Cap,High Volatility,Unknown,,0.0,28.04,13.52,1.259,180413.54581673307,19.482509924596048
TRC,Industrials,Conglomerates,North America,432383552,Small Cap,Low Volatility,Unknown,,0.0,19.82,14.8,0.594,74252.19123505976,16.78183271780432
NFBK,Financial Services,Banks—Regional,North America,576201664,Small Cap,Low Volatility,Growth,20.90625,3.8900003,14.39,6.98,0.732,271141.0358565737,10.849999976823055
TECH,Healthcare,Biotechnology,North America,11977266176,Mid Cap,High Volatility,Growth,79.32632,0.42,85.57,61.16,1.278,1032643.8247011952,73.31992014850753
PFGC,Consumer Defensive,Food Distribution,North America,13748232192,Mid Cap,High Volatility,Growth,32.560883,0.0,89.73,61.6,1.446,1018334.2629482072,72.83804796986371
EGRX,Healthcare,Drug Manufacturers—Specialty & Generic,North America,12439872,Small Cap,Low Volatility,Value,1.1294117,0.0,6.81,0.003,0.62,190200.3984063745,4.2154143561879955
GLPI,Real Estate,REIT—Specialty,North America,14175047680,Mid Cap,Low Volatility,Value,18.045456,5.89,52.595,41.8,0.999,1349619.5219123506,47.36390433748405
MTH,Consumer Cyclical,Residential Construction,North America,6912836608,Small Cap,High Volatility,Value,8.641791,1.5700001000000001,213.98,146.04,1.822,411294.0239043825,175.23215116827612
FET,Energy,Oil & Gas Equipment & Services,North America,187326432,Small Cap,High Volatility,Unknown,,0.0,23.82,12.83,2.47,43306.77290836653,17.99466137677075
ALGM,Technology,Semiconductors,North America,3997972224,Small Cap,High Volatility,Unknown,,0.0,33.26,18.59,1.688,1895309.1633466135,26.515438269808946
L,Financial Services,Insurance—Property & Casualty,North America,18853021696,Mid Cap,Low Volatility,Value,11.533245,0.29,87.45,67.2,0.818,730262.1513944223,76.4555378644115
SCL,Basic Materials,Specialty Chemicals,North America,1729842432,Small Cap,Low Volatility,Growth,38.45,2.0,96.68,69.78,0.805,98670.91633466135,83.5840238593964
AHH,Real Estate,REIT—Diversified,North America,1124083328,Small Cap,High Volatility,Unknown,,7.4200004,13.11,10.02,1.056,476868.52589641436,11.343466139409646
ANTH,Healthcare,Biotechnology,North America,617832,Small Cap,Low Volatility,Unknown,,0.0,0.0002,0.0001,-123.117,1001.6294820717131,0.00010039840383822491
SANM,Technology,Electronic Components,North America,4282391040,Small Cap,Low Volatility,Growth,20.309464,0.0,86.05,48.83,0.892,422194.0239043825,64.30258973566184
FSP,Real Estate,REIT—Office,North America,197812960,Small Cap,Low Volatility,Unknown,,2.09,2.72,1.47,0.791,589315.5378486055,1.9836254965261635
FTNT,Technology,Software—Infrastructure,North America,72851357696,Mid Cap,Low Volatility,Growth,47.76382,0.0,100.59,50.65,0.995,5533398.007968128,68.23294837921264
SNPS,Technology,Software—Infrastructure,North America,85791883264,Mid Cap,High Volatility,Growth,57.457817,0.0,629.38,457.52,1.076,1052858.9641434264,546.0533880104582
MGRC,Industrials,Rental & Leasing Services,North America,2991563776,Small Cap,Low Volatility,Value,13.31694,1.5599999999999998,130.86,95.5,0.731,231763.74501992032,112.42593617838217
VLO,Energy,Oil & Gas Refining & Marketing,North America,44030640128,Mid Cap,High Volatility,Value,12.221441,3.08,184.79,120.21,1.374,2959741.832669323,146.04605543280977
