Ticker,Sector,Industry,Region,Market Cap Classification,Volatility Classification,Growth vs Value,P/E Ratio,Dividend Yield (%),Beta,Avg Volume,Recent Close Price,EPS,Revenue,Net Income,Debt-to-Equity Ratio,ROE,P/B Ratio,Free Cash Flow,Analyst Ratings,Insider Transactions
EHC,Healthcare,Medical Care Facilities,North America,Large Cap,Low Volatility,Growth,24.221176,0.66000004,0.78,636209.9602,102.9400024,4.25,5215000064,431500000,102.711,0.22919,5.294723,103550000,buy,Negative
RMTI,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,High Volatility,Unknown,,0,1.503,379586.4542,2.289999962,-0.04,94372000,-4922000,61.184,-0.28898,3.132695,-2371875,buy,Positive
ACCO,Industrials,Business Equipment & Supplies,North America,Small Cap,High Volatility,Unknown,,5.15,1.615,618917.1315,5.820000172,-1.9,1706700032,-181600000,162.892,-0.24988002,0.8831563,187675008,buy,Positive
COO,Healthcare,Medical Instruments & Supplies,North America,Large Cap,Medium Volatility,Growth,58.033333,0.02,0.99,1139544.223,104.4599991,1.8,3804100096,359300000,36.711,0.0465,2.6243594,148775008,buy,Negative
PLUG,Industrials,Electrical Equipment & Parts,North America,Mid Cap,High Volatility,Unknown,,0,1.81,41287581.27,2.24000001,-2.11,659505024,-1411672064,30.654,-0.4318,0.65097356,-1068539392,buy,Positive
NL,Industrials,Security & Protection Services,North America,Small Cap,Low Volatility,Value,6.6806717,4.03,0.507,33415.53785,7.949999809,1.19,150690000,58269000,0.123,0.15326001,1.0059471,1682750,sell,Positive
RBCAA,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Value,14.50095,2.1300001,0.531,18121.91235,76.27999878,5.26,324440000,102014000,,0.10893,1.5137533,,buy,Negative
KD,Technology,Information Technology Services,North America,Mid Cap,High Volatility,Unknown,,0,1.719,1746784.064,34.70999908,-0.38,15299000320,-89000000,349.744,-0.0779,7.567037,2215375104,buy,Negative
LOPE,Consumer Defensive,Education & Training Services,North America,Mid Cap,Low Volatility,Growth,21.656578,0,0.702,185384.4622,164.5899963,7.6,1018713024,225064000,13.999,0.31819,6.2186875,178064624,strongBuy,Negative
JACK,Consumer Cyclical,Restaurants,North America,Small Cap,High Volatility,Unknown,,3.8599998,1.946,504510.757,48.84999847,-1.87,1594540032,-36740000,,,,-26697000,strongBuy,Negative
CME,Financial Services,Financial Data & Stock Exchanges,North America,Large Cap,Low Volatility,Growth,24.999998,1.9299999,0.559,1927016.733,238,9.52,6034400256,3422099968,13.621,0.12297,3.0328517,2513037568,strongBuy,Negative
APD,Basic Materials,Specialty Chemicals,North America,Large Cap,Medium Volatility,Growth,19.381449,2.12,0.826,1589759.761,334.3299866,17.25,12100599808,3842099968,79.822,0.2258,4.3683853,-3224012544,buy,Positive
COLL,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,Medium Volatility,Value,13.034188,0,0.949,445104.3825,30.5,2.34,599244992,88594000,373.228,0.42887002,4.1959004,324093120,buy,Negative
VRNT,Technology,Software - Infrastructure,North America,Small Cap,High Volatility,Growth,38.181816,0,1.21,683478.8845,25.20000076,0.66,915102976,42407000,35.107,0.049569998,1.8690203,116234496,buy,Negative
FFIN,Financial Services,Banks - Regional,North America,Mid Cap,Low Volatility,Growth,28.744827,1.73,0.791,538968.5259,41.68000031,1.45,510304992,207170000,,0.14276,3.559959,,strongSell,Negative
WMS,Industrials,Building Products & Equipment,North America,Large Cap,High Volatility,Growth,21.508743,0.47,1.533,506821.9124,135.2899933,6.29,2914152960,492244992,99.191,0.40596,7.024038,280077248,buy,Negative
ITCI,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Mid Cap,Medium Volatility,Unknown,,0,0.973,854529.8805,85.65000153,-0.87,613728000,-86370000,1.547,-0.09896,7.9305553,-6946125,buy,Negative
VST,Utilities,Utilities - Independent Power Producers,North America,Large Cap,Medium Volatility,Growth,30.101694,0.55,1.111,6629494.024,159.8399963,5.31,16264999936,1852000000,183.15,0.30168,18.36819,600000000,buy,Positive
ATR,Healthcare,Medical Instruments & Supplies,North America,Large Cap,Low Volatility,Growth,34.730927,1.04,0.567,293097.2112,172.9600067,4.98,3573282048,335952000,45.315,0.14077,4.530002,318361632,strongBuy,Negative
GES,Consumer Cyclical,Apparel Retail,North America,Small Cap,High Volatility,Value,12.014598,6.92,1.986,1107680.08,16.45999908,1.37,2866723072,170935008,264.183,0.35018003,1.2738951,148535376,buy,Negative
WLK,Basic Materials,Specialty Chemicals,North America,Large Cap,Medium Volatility,Growth,178.33331,1.64,1.191,436539.0438,128.3999939,0.72,12124999680,97000000,48.954,0.01255,1.5499009,502500000,buy,Negative
COR,Healthcare,Medical Distribution,North America,Large Cap,Low Volatility,Growth,33.450798,0.87,0.436,1385264.94,251.5500031,7.52,2.93959E+11,1509120000,557.753,2.0911798,62.76198,3828519168,buy,Negative
HEI,Industrials,Aerospace & Defense,North America,Large Cap,High Volatility,Growth,79.93275,0.08,1.237,388509.9602,273.3699951,3.42,3780451072,477847008,57.539,0.14435,10.701925,124247872,buy,Negative
ARCB,Industrials,Trucking,North America,Mid Cap,High Volatility,Value,14.338308,0.42,1.474,292684.8606,115.2799988,8.04,4266908928,193116000,31.037,0.15279001,2.0692503,46675248,strongBuy,Negative
IPI,Basic Materials,Agricultural Inputs,North America,Small Cap,High Volatility,Unknown,,0,2.185,97948.60558,27.11000061,-3.38,206359008,-43084000,0.432,-0.0615,0.47964475,-1102375,sell,Negative
LGND,Healthcare,Biotechnology,North America,Mid Cap,Medium Volatility,Growth,48.783134,0,0.896,136380.8765,121.4700012,2.49,152422000,45244000,0.875,0.059959996,2.7090256,16959876,buy,Negative
CVCO,Consumer Cyclical,Residential Construction,North America,Mid Cap,High Volatility,Growth,29.067795,0,1.247,65681.67331,514.5,17.7,1851947008,148164992,3.871,0.14376001,4.0286903,87199872,buy,Negative
CWCO,Utilities,Utilities - Regulated Water,North America,Small Cap,Low Volatility,Growth,16.222893,1.79,0.173,120850.1992,26.93000031,1.66,175273536,30234352,1.818,0.15925999,2.273725,20351100,buy,Positive
CHX,Energy,Oil & Gas Equipment & Services,North America,Mid Cap,High Volatility,Growth,19.104939,1.23000005,2.39,1810629.482,30.95000076,1.62,3665500928,314697984,39.049,0.18280001,3.2500265,520135744,buy,Positive
BLBD,Industrials,Farm & Heavy Construction Machinery,North America,Small Cap,High Volatility,Value,12.863924,0,1.619,636901.1952,40.65000153,3.16,1299905024,99502000,70.867,1.34711,9.573717,49808124,buy,Negative
ENPH,Technology,Solar,North America,Mid Cap,High Volatility,Growth,155.10869,0,1.767,4224659.761,71.34999847,0.46,1250240000,61417000,143.041,0.06312,10.348078,280163616,buy,Negative
HWM,Industrials,Aerospace & Defense,North America,Large Cap,High Volatility,Growth,45.53077,0.27,1.293,2864824.303,118.3799973,2.6,7270000128,1075000064,78.925,0.25719,10.835697,706249984,buy,Positive
BCOV,Technology,Software - Application,North America,Small Cap,Low Volatility,Unknown,,0,0.744,312338.247,4.269999981,-0.21,199834000,-9142000,23.772,-0.09739,2.0122526,12130250,buy,Negative
LPSN,Technology,Software - Application,North America,Small Cap,High Volatility,Unknown,,0,1.788,2766079.681,0.970000029,-0.75,334736000,-62670000,1025.049,-1.37756,1.910433,-7927375,strongSell,Positive
PANW,Technology,Software - Infrastructure,North America,Large Cap,Medium Volatility,Growth,50.235752,0,1.118,3855070.12,387.8200073,7.72,8027500032,2577600000,27.28,0.74517995,24.388126,2498700032,buy,Negative
WMT,Consumer Defensive,Discount Stores,North America,Large Cap,Low Volatility,Growth,38.22314,0.99,0.516,17702963.35,92.5,2.42,6.65035E+11,15552000000,69.566,0.18531999,8.883981,7701374976,buy,Negative
A,Healthcare,Diagnostics & Research,North America,Large Cap,Medium Volatility,Growth,31.14447,0.74,1.072,1731164.542,137.9700012,4.43,6496999936,1412999936,52.787,0.24658,6.720409,879500032,buy,Positive
H,Consumer Cyclical,Lodging,North America,Large Cap,High Volatility,Value,11.893073,0.38,1.507,602880.0797,157.9400024,13.28,6462000128,1378000000,92.622,0.3781,4.102338,305500000,buy,Negative
CEVA,Technology,Semiconductors,North America,Small Cap,Medium Volatility,Unknown,,0,1.199,155284.4622,29.73999977,-0.65,101878000,-15148000,1.956,-0.05799,2.6437907,-618500,buy,Positive
NFG,Energy,Oil & Gas Integrated,North America,Mid Cap,Low Volatility,Growth,76.15476,3.22,0.64,517531.4741,63.97000122,0.84,1944809984,77513000,97.563,0.026670001,2.0439005,-45648248,buy,Positive
NTGR,Technology,Communication Equipment,North America,Small Cap,Medium Volatility,Growth,36.71642,0,0.827,268473.3068,24.60000038,0.67,680014016,19580000,6.096,0.03615,1.2859384,128867128,buy,Negative
UBSI,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Growth,15.950943,3.5,1.006,549218.7251,42.27000046,2.65,1010865024,357167008,,0.07445,1.1478615,,buy,Negative
IBKR,Financial Services,Capital Markets,North America,Large Cap,Low Volatility,Growth,29.764797,0.52,0.792,1029522.311,191.0899963,6.42,4943000064,698000000,107.179,0.21709,5.0189104,,buy,Negative
ACLS,Technology,Semiconductor Equipment & Materials,North America,Mid Cap,High Volatility,Value,10.982248,0,1.599,637394.4223,74.23999786,6.76,1075736064,222092000,7.644,0.25002,2.47343,164246624,buy,Negative
PEG,Utilities,Utilities - Regulated Electric,North America,Large Cap,Low Volatility,Growth,23.169533,2.55,0.626,2771482.869,94.30000305,4.07,10430000128,2032000000,137.098,0.13,2.9177883,-875374976,buy,Negative
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Large Cap,Medium Volatility,Growth,32.879925,0.99,0.896,2481643.028,175.25,5.33,9152000000,2430000128,129.442,0.47303,15.11949,1872249984,buy,Negative
CINF,Financial Services,Insurance - Property & Casualty,North America,Large Cap,Low Volatility,Value,8.20904,2.0299999,0.666,689332.2709,159.8300018,19.47,12154999808,3070000128,6.331,0.25135002,1.8097309,3040124928,buy,Positive
HPQ,Technology,Computer Hardware,North America,Large Cap,Medium Volatility,Value,12.6085415,2.8199999,1.087,8002960.558,35.43000031,2.81,53320998912,2843000064,,,,3252124928,buy,Positive
DRRX,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,Medium Volatility,Unknown,,0,1.133,151778.0876,0.879999995,-0.64,8411000,-15799000,318.92,-2.9987702,1.8069816,-24426376,buy,Positive
UGI,Utilities,Utilities - Regulated Gas,North America,Mid Cap,Medium Volatility,Growth,24.296001,6.0500003,1.148,2205605.179,30.37000084,1.25,7372000256,673000000,147.569,0.14852001,1.3928636,247250000,strongBuy,Positive
FLIC,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,16.632185,5.81,0.68,137885.6574,14.47000027,0.87,84754000,19891000,,0.053460002,0.83903515,,strongSell,Negative
HIG,Financial Services,Insurance - Property & Casualty,North America,Large Cap,Medium Volatility,Value,12.380522,1.6900001,0.936,1591841.434,123.3099976,9.96,26083999744,3008000000,25.629,0.19740999,2.1506932,4215875072,buy,Negative
REG,Real Estate,REIT - Retail,North America,Large Cap,High Volatility,Growth,35.65566,3.73,1.218,1096998.406,75.58999634,2.12,1489812992,390032992,66.82,0.0583,2.0915883,626702400,buy,Negative
GLRE,Financial Services,Insurance - Reinsurance,North America,Small Cap,Medium Volatility,Value,5.901186,0,0.854,85401.59363,14.93000031,2.53,702254016,87840000,9.609,0.14175999,0.7838917,75060376,strongSell,Positive
BHB,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Value,12.946044,3.28,0.66,37998.00797,35.99000168,2.78,148706000,42490000,,0.09834,1.1947682,,sell,Positive
LMAT,Healthcare,Medical Instruments & Supplies,North America,Mid Cap,Medium Volatility,Growth,58.785713,0.6,0.885,123721.1155,106.9899979,1.82,213028992,41319000,5.535,0.13335,7.265874,22955000,strongBuy,Positive
OVV,Energy,Oil & Gas E&P,North America,Large Cap,High Volatility,Value,5.992084,2.6400002,2.641,3052106.773,45.41999817,7.58,9562000384,2040999936,63.585,0.20201,1.1100249,626750016,buy,Negative
DX,Real Estate,REIT - Mortgage,North America,Small Cap,High Volatility,Value,9.960318,14.34,1.317,1521113.944,12.55000019,1.26,123176000,79423000,562.557,0.089490004,0.96175957,,strongBuy,Positive
HBAN,Financial Services,Banks - Regional,North America,Large Cap,Medium Volatility,Growth,17.485437,3.44,1.057,16110586.06,18.01000023,1.03,6689999872,1518000000,,0.08545,1.4366624,,buy,Positive
LSCC,Technology,Semiconductors,North America,Mid Cap,High Volatility,Growth,55.637257,0,1.39,2358129.482,56.75,1.02,562577984,143323008,3.006,0.21556999,11.12527,121760376,buy,Negative
TTEC,Technology,Information Technology Services,North America,Small Cap,Medium Volatility,Unknown,,2.32,1.057,519376.494,5.179999828,-7,2266330880,-332865984,386.308,-0.71667,0.89141285,-54185376,buy,Negative
CMI,Industrials,Specialty Industrial Machinery,North America,Large Cap,Medium Volatility,Growth,24.576672,1.94,0.971,1390227.49,375.0400085,15.26,34197999616,2096999936,72.251,0.19375,4.987765,2196124928,strongBuy,Positive
R,Industrials,Rental & Leasing Services,North America,Mid Cap,High Volatility,Growth,15.794201,1.9199999,1.272,266531.4741,168.8399963,10.69,12469999616,476000000,286.551,0.15537,2.3364654,-306624992,buy,Positive
BV,Industrials,Specialty Business Services,North America,Small Cap,Unknown,Growth,85.5,0,,607158.5657,17.10000038,0.2,2767099904,30700000,49.933,0.03769,1.2710919,275312512,buy,Positive
PCRX,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,Medium Volatility,Unknown,,0,0.818,826933.4661,16.90999985,-1.98,694956992,-90731000,85.971,-0.11477,1.0410638,169561632,buy,Positive
GFF,Industrials,Conglomerates,North America,Mid Cap,High Volatility,Growth,19.92908,0.85,1.274,450576.8924,84.30000305,4.23,2623520000,209896992,758.816,0.77721,17.442583,291790752,strongBuy,Negative
ESCA,Consumer Cyclical,Leisure,North America,Small Cap,High Volatility,Growth,15.957447,4,1.25,21923.50598,15,0.94,253074000,13150000,22.17,0.0794,1.2239902,43024624,buy,Negative
AGYS,Technology,Software - Application,North America,Mid Cap,Medium Volatility,Growth,38.15341,0,0.849,211199.2032,134.3000031,3.52,254579008,95286000,28.485,0.46356,14.238762,48517000,buy,Negative
BHF,Financial Services,Insurance - Life,North America,Mid Cap,Medium Volatility,Unknown,,0,1.057,418269.7211,52.27000046,-20.13,4860000256,-1302000000,152.147,-0.24577999,0.5661031,1248249984,sell,Negative
RMD,Healthcare,Medical Instruments & Supplies,North America,Large Cap,Low Volatility,Growth,32.98278,0.85,0.687,1020700,249.0200043,7.55,4807484928,1112883968,16.366,0.23565,7.0356555,1120541440,buy,Positive
GEO,Industrials,Security & Protection Services,North America,Mid Cap,Low Volatility,Growth,101.82143,0,0.625,2708712.351,28.51000023,0.28,2424263936,36090000,136.521,0.03229,2.9455523,151224496,buy,Negative
FFIV,Technology,Software - Infrastructure,North America,Large Cap,Medium Volatility,Growth,26.24214,0,1.05,526978.8845,250.3500061,9.54,2816120064,566777984,6.895,0.19117,4.6475577,786502848,strongSell,Negative
UTHR,Healthcare,Biotechnology,North America,Large Cap,Low Volatility,Growth,16.285275,0,0.561,451811.1554,370.4899902,22.75,2756199936,1110899968,6.556,0.18808001,2.7093892,710087488,buy,Negative
CRM,Technology,Software - Application,North America,Large Cap,High Volatility,Growth,57.489548,0.47999998,1.288,6283278.088,329.9899902,5.74,36465000448,5632000000,21.148,0.09734,5.485206,12935749632,buy,Negative
TISI,Industrials,Specialty Business Services,North America,Small Cap,Unknown,Unknown,,0,,18284.86056,16.87999916,-12.29,853107008,-54208000,1794.826,-1.31393,4.170991,29150500,buy,Positive
BIIB,Healthcare,Drug Manufacturers - General,North America,Large Cap,Low Volatility,Value,14.510389,0,-0.061,1185267.729,160.6300049,11.07,9607499776,1615200000,40.656,0.1047,1.4306455,2030687488,buy,Negative
TKR,Industrials,Tools & Accessories,North America,Mid Cap,High Volatility,Growth,16.068464,1.76,1.427,484954.5817,77.44999695,4.82,4590600192,340200000,75.84,0.12733,1.8513649,225275008,buy,Positive
CTLT,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Large Cap,Medium Volatility,Unknown,,0,1.158,2018805.578,61.11000061,-2.28,4422000128,-413000000,139.667,-0.11188,3.1312768,364500000,strongSell,Positive
MITT,Real Estate,REIT - Mortgage,North America,Small Cap,High Volatility,Value,2.8697476,8.930001,2.065,218930.6773,6.829999924,2.38,80741000,58334000,1181.797,0.15509,0.63024825,,buy,Positive
ALGN,Healthcare,Medical Instruments & Supplies,North America,Large Cap,High Volatility,Growth,39.654175,0,1.65,827993.2271,232.7700043,5.87,3960518912,441568992,3.235,0.11401,4.411698,413269120,buy,Positive
MOFG,Financial Services,Banks - Regional,North America,Small Cap,Medium Volatility,Unknown,,2.94,1.003,49046.61355,32.95000076,-4.69,36677000,-73889000,,-0.13841,1.2175295,,strongBuy,Positive
HOV,Consumer Cyclical,Residential Construction,North America,Small Cap,High Volatility,Value,6.130652,0,2.607,82824.7012,196.6100006,32.07,2912312064,221342000,167.111,0.41306,2.0938454,-103003128,sell,Positive
RGR,Industrials,Aerospace & Defense,North America,Small Cap,Unknown,Growth,22.017342,1.16,,152304.7809,38.09000015,1.73,730736000,155899008,0.498,0.49620998,2.100127,105082496,buy,Negative
RGLD,Basic Materials,Gold,North America,Mid Cap,Low Volatility,Growth,33.545868,1.23000005,0.647,371963.745,146.2599945,4.36,645169024,274043008,0.257,0.10985,3.7042851,-594125,buy,Negative
PLOW,Consumer Cyclical,Auto Parts,North America,Small Cap,High Volatility,Value,11.1115885,4.56,1.208,207608.7649,25.88999939,2.33,559200000,54279000,110.508,0.22231,2.2929766,43133248,buy,Positive
FORR,Industrials,Consulting Services,North America,Small Cap,Medium Volatility,Unknown,,0,0.888,111294.4223,17.25,-0.35,442518016,-6842000,32.681,-0.029289998,1.3974401,19901750,strongSell,Negative
DCOM,Financial Services,Banks - Regional,North America,Small Cap,Medium Volatility,Growth,23.92,2.79,1.108,231307.9681,35.88000107,1.5,313736992,57516000,,0.053319998,1.2243227,,buy,Negative
EW,Healthcare,Medical Devices,North America,Large Cap,Medium Volatility,Growth,27.548264,0,1.12,4651907.968,71.34999847,2.59,6314899968,1567299968,7.353,0.19139,4.408675,1792337536,buy,Negative
PDFS,Technology,Software - Application,North America,Small Cap,High Volatility,Growth,287.27274,0,1.486,167894.8207,31.60000038,0.11,170504992,4405000,2.319,0.01907,5.0943093,15210250,buy,Negative
VRSK,Industrials,Consulting Services,North America,Large Cap,Medium Volatility,Growth,45.472954,0.53,0.862,794768.9243,294.2099915,6.47,2823300096,930300032,1069.413,2.65609,138.8438,763787520,buy,Negative
WY,Real Estate,REIT - Specialty,North America,Large Cap,High Volatility,Growth,44.191776,2.48,1.428,3629823.506,32.25999832,0.73,7190000128,534000000,51.335,0.052989997,2.3618126,491624992,buy,Negative
ALTM,Basic Materials,Specialty Chemicals,North America,Mid Cap,High Volatility,Growth,29.166666,0,1.495,16072671.34,5.25,0.18,900600000,155100000,10.946,0.039839998,0.8965164,-730887488,buy,Negative
KVHI,Technology,Communication Equipment,North America,Small Cap,Low Volatility,Unknown,,0,0.603,80909.16335,5.510000229,-0.99,118366000,-18931000,0.769,-0.12633,0.75037456,,buy,Positive
CORT,Healthcare,Biotechnology,North America,Mid Cap,Low Volatility,Growth,45.77778,0,0.455,1135880.876,57.68000031,1.26,628555008,140487008,1.063,0.25773,9.454188,140114752,buy,Negative
RVNC,Healthcare,Biotechnology,North America,Small Cap,Medium Volatility,Unknown,,0,0.953,2612106.773,3.609999895,-3.34,256944992,-303012992,,,,-167852256,buy,Negative
ANIP,Healthcare,Drug Manufacturers - Specialty & Generic,North America,Small Cap,Low Volatility,Unknown,,0,0.71,215938.247,57.22999954,-0.47,555456000,-8766000,146.776,-0.01602,2.7599344,50114248,buy,Negative
VGR,Consumer Defensive,Tobacco,North America,Mid Cap,Medium Volatility,Value,11.896825,5.3400002,1.002,1458235.559,14.98999977,1.26,952972032,194386000,,,,185120624,buy,Negative
MC,Financial Services,Capital Markets,North America,Mid Cap,High Volatility,Growth,145.2453,3.12,1.342,639024.3028,76.98000336,0.53,970704000,40961000,53.512,0.116569996,14.781106,,sell,Positive
NKSH,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,21.9863,4.8600003,0.507,14468.9243,32.09999847,1.46,43450000,8729000,,0.061490003,1.2161393,,strongSell,Positive
ISRG,Healthcare,Medical Instruments & Supplies,North America,Large Cap,High Volatility,Growth,86.9984,0,1.389,1458639.044,542,6.23,7866899968,2243099904,,0.15973,12.388854,637524992,buy,Negative
LECO,Industrials,Tools & Accessories,North America,Large Cap,Medium Volatility,Growth,26.040524,1.37,1.152,314821.9124,218.4799957,8.39,4045153024,482521984,98.771,0.37627,9.205359,417251264,buy,Negative
NOG,Energy,Oil & Gas E&P,North America,Mid Cap,High Volatility,Value,5.128538,3.8599998,1.814,1335576.494,43.49000168,8.48,2000332032,837462016,84.422,0.45009,1.8668442,-202619376,buy,Negative
NSC,Industrials,Railroads,North America,Large Cap,High Volatility,Growth,25.90141,1.96,1.302,1235374.9,275.8500061,10.65,12172000256,2412999936,128.64,0.18303,4.527252,48000000,buy,Positive
ST,Technology,Scientific & Technical Instruments,North America,Mid Cap,High Volatility,Unknown,,1.49,1.253,1862528.685,32.13999939,-0.52,4017568000,-130837000,108.127,-0.04232,1.6302308,330301632,buy,Positive
TSE,Basic Materials,Specialty Chemicals,North America,Small Cap,High Volatility,Unknown,,0.92,1.621,463050.996,4.329999924,-13.99,3529200128,-495600000,,,,9112500,buy,Positive
LOW,Consumer Cyclical,Home Improvement Retail,North America,Large Cap,Medium Volatility,Growth,22.683596,1.6900001,1.098,2525480.08,272.4299927,12.01,84023001088,6912999936,,,,6081750016,buy,Positive
AVGO,Technology,Semiconductors,North America,Large Cap,Medium Volatility,Growth,131.77235,1.3099999,1.187,30474851.39,162.0800018,1.23,46814998528,5487000064,166.032,0.12509,2.736867,25984124928,buy,Negative
RDUS,Basic Materials,Steel,North America,Small Cap,High Volatility,Unknown,,3.78,1.544,215958.9641,19.81999969,-9.37,2738692096,-266335008,86.317,-0.34623,0.89186877,-109227128,strongSell,Positive
INVH,Real Estate,REIT - Residential,North America,Large Cap,Medium Volatility,Growth,47.569443,3.27,1.014,3349045.02,34.25,0.72,2554563072,439591008,90.848,0.04369,2.1158955,943140608,buy,Negative
BOX,Technology,Software - Infrastructure,North America,Mid Cap,Medium Volatility,Growth,44.41772,0,0.852,2011374.9,35.09000015,0.79,1059112000,115601000,892.455,37.83391,,332888992,buy,Positive
LIN,Basic Materials,Specialty Chemicals,North America,Large Cap,Medium Volatility,Growth,34.97648,1.21,0.949,1864140.239,460.9899902,13.18,33024999424,6383000064,54.828,0.1619,5.6034474,4216750080,buy,Positive
BRC,Industrials,Security & Protection Services,North America,Mid Cap,Low Volatility,Growth,18.40049,1.28999995,0.758,283759.3625,74.88999939,4.07,1341393024,196462000,12.156,0.1917,3.3406193,139203008,strongBuy,Negative
HUBG,Industrials,Integrated Freight & Logistics,North America,Mid Cap,Medium Volatility,Growth,29.17514,0.97,0.889,478167.3307,51.63999939,1.77,3957903104,108456000,32.279,0.06663,1.9494884,237837632,strongBuy,Negative
OLN,Basic Materials,Chemicals,North America,Mid Cap,High Volatility,Growth,33.801586,1.88,1.423,1218086.056,42.59000015,1.26,6483400192,150800000,153.374,0.06448,2.414536,542150016,buy,Positive
AEIS,Industrials,Electrical Equipment & Parts,North America,Mid Cap,High Volatility,Growth,95.86666,0.34999999,1.484,217480.0797,115.0400009,1.2,1471910016,45135000,56.907,0.03985,3.721773,75177248,buy,Negative
CBSH,Financial Services,Banks - Regional,North America,Mid Cap,Low Volatility,Growth,19.20573,1.46,0.741,526981.2749,73.75,3.84,1616189056,494816000,,0.16806,2.764243,,strongSell,Negative
TXN,Technology,Semiconductors,North America,Large Cap,Medium Volatility,Growth,37.29685,2.71,0.98,5556182.47,201.0299988,5.39,15710999552,4940000256,84.399,0.29293,10.617408,-473624992,buy,Positive
DXPE,Industrials,Industrial Distribution,North America,Small Cap,High Volatility,Growth,18.88402,0,1.605,104550.5976,73.26999664,3.88,1738169984,65041000,142.805,0.17006999,2.8580902,62473500,strongBuy,Negative
PBF,Energy,Oil & Gas Refining & Marketing,North America,Mid Cap,High Volatility,Unknown,,3.49,1.565,2166339.044,31.48999977,-2.34,34902700032,-292900000,34.451,-0.04596,0.6163633,375800000,sell,Negative
WH,Consumer Cyclical,Lodging,North America,Mid Cap,High Volatility,Growth,31.06962,1.55,1.324,759453.7849,98.18000031,3.16,1383000064,253000000,426.587,0.35162997,13.136206,368375008,buy,Positive
SBCF,Financial Services,Banks - Regional,North America,Mid Cap,Medium Volatility,Growth,22.029411,2.4,1.074,424493.6255,29.95999908,1.36,494135008,116444000,,0.054899998,1.1563995,,buy,Negative
COF,Financial Services,Credit Services,North America,Large Cap,High Volatility,Growth,18.11415,1.25,1.432,2602719.522,192.0099945,10.6,26496999424,4062000128,,0.07479,1.261257,,strongBuy,Negative
FFIC,Financial Services,Banks - Regional,North America,Small Cap,Low Volatility,Growth,20.390804,4.96,0.768,173784.4622,17.73999977,0.87,193888000,26011000,,0.03901,0.7732543,,buy,Negative
LMT,Industrials,Aerospace & Defense,North America,Large Cap,Low Volatility,Growth,19.153763,2.49,0.481,1077877.291,529.4099731,27.64,71295000576,6674999808,268.347,0.81037,17.353153,5304750080,buy,Negative
DMRC,Technology,Information Technology Services,North America,Small Cap,High Volatility,Unknown,,0,1.679,122257.7689,33.88999939,-1.93,38595000,-40904000,8.22,-0.52506,11.104194,-8625875,buy,Positive
ORA,Utilities,Utilities - Renewable,North America,Mid Cap,Low Volatility,Growth,41.642857,0.58999998,0.526,435250.996,81.62000275,1.96,890252992,118638000,96.524,0.051599998,2.0663292,-236668368,buy,Neutral
SLM,Financial Services,Credit Services,North America,Mid Cap,Medium Volatility,Value,9.441379,1.9,1.171,1914360.558,27.37999916,2.9,1586141056,646560000,282.907,0.33828,3.087854,,buy,Positive
IPG,Communication Services,Advertising Agencies,North America,Large Cap,Medium Volatility,Value,14.533019,4.28,1.09,3973117.928,30.80999947,2.12,9338900480,808200000,111.806,0.21792999,3.080384,572937472,strongBuy,Positive
RRX,Industrials,Specialty Industrial Machinery,North America,Large Cap,Medium Volatility,Growth,54.655064,0.81,1.031,457446.6135,172.7100067,3.16,6180899840,210900000,89.719,0.03359,1.7662941,869400000,buy,Positive
CYTK,Healthcare,Biotechnology,North America,Mid Cap,Low Volatility,Unknown,,0,0.783,2183630.677,51.86000061,-5.38,3219000,-576401984,,,,-242420992,buy,Negative
NEOG,Healthcare,Diagnostics & Research,North America,Mid Cap,High Volatility,Unknown,,0,1.223,1871759.363,14.18000031,-0.11,912198976,-23533000,28.538,-0.00749,0.980094,-79288376,buy,Positive
SNX,Technology,Electronics & Computer Distribution,North America,Large Cap,High Volatility,Growth,15.433204,1.34000005,1.405,755265.3386,118.9899979,7.71,57015177216,675793984,49.61,0.08249,1.2282205,753881856,buy,Negative
NATL,Technology,Software - Application,North America,Mid Cap,Unknown,Unknown,,0,,603998.4064,32.81000137,-1.66,4306999808,-120000000,1206.489,-0.06282,8.998903,443000000,buy,Positive
BOOT,Consumer Cyclical,Apparel Retail,North America,Mid Cap,High Volatility,Growth,27.538153,0,2.161,778653.3865,137.1399994,4.98,1758043008,153400000,50.814,0.16415001,4.1177,-39814376,buy,Negative
FNF,Financial Services,Insurance - Specialty,North America,Large Cap,High Volatility,Growth,23.050909,3.1600002,1.404,1238990.837,63.38999939,2.75,13530000384,751000000,51.326,0.09932,2.1491048,3367624960,buy,Positive
